81.1.226.9 ,1058788206,07/21/2003 07:50,All,blah blah,1,3,910,
66.131.9.185 ,1059183791,07/25/2003 21:43,All,incest mother,1,159,910,
66.131.9.185 ,1059183832,07/25/2003 21:43,All,incest mother,11,159,910,
66.131.9.185 ,1059183878,07/25/2003 21:44,All,incest mother,21,159,910,
66.131.9.185 ,1059183902,07/25/2003 21:45,All,incest mother,31,159,910,
66.131.9.185 ,1059183941,07/25/2003 21:45,All,incest mother,41,159,910,
66.131.9.185 ,1059184008,07/25/2003 21:46,All,incest mother,51,159,910,
66.131.9.185 ,1059184136,07/25/2003 21:48,All,incest mother,61,159,910,
66.131.9.185 ,1059184217,07/25/2003 21:50,All,incest mother,71,159,910,
66.131.9.185 ,1059184323,07/25/2003 21:52,All,incest mother,81,159,910,
63.184.224.31 ,1059186901,07/25/2003 22:35,All,lactating nipple clamp,1,330,910,
129.37.150.169 ,1059187232,07/25/2003 22:40,All,big penis,1,677,910,
129.37.150.169 ,1059187295,07/25/2003 22:41,All,big penis,11,677,910,
63.184.224.31 ,1059187338,07/25/2003 22:42,All,lactating nipple clamp,11,330,910,
129.37.150.169 ,1059187339,07/25/2003 22:42,Pixies Place Stories,big penis,1,278,304,
63.184.224.31 ,1059187384,07/25/2003 22:43,All,lactating nipple clamp,21,330,910,
63.184.224.31 ,1059187412,07/25/2003 22:43,All,x animal women,1,443,910,
64.12.96.206 ,1059187432,07/25/2003 22:43,All,breast milk,1,271,910,
64.12.96.234 ,1059187451,07/25/2003 22:44,All,breast milk,191,271,910,
64.12.96.203 ,1059187477,07/25/2003 22:44,All,breast milk,231,271,910,
64.12.96.234 ,1059187679,07/25/2003 22:47,All,milk sucking,1,568,910,
64.12.102.163 ,1059187697,07/25/2003 22:48,All,milk sucking,21,568,910,
64.12.102.163 ,1059187731,07/25/2003 22:48,All,milk sucking,31,568,910,
63.184.224.31 ,1059187750,07/25/2003 22:49,All,x animal women,11,443,910,
64.12.96.138 ,1059187762,07/25/2003 22:49,All,tit sucking,1,597,910,
63.184.224.31 ,1059188213,07/25/2003 22:56,All,sex animal women,1,660,910,
63.184.224.31 ,1059188227,07/25/2003 22:57,All,sex animal women,111,660,910,
63.184.224.31 ,1059188361,07/25/2003 22:59,All,lactating women fetish,1,404,910,
63.184.224.31 ,1059188384,07/25/2003 22:59,All,lactating fetish,1,17,910,
63.184.224.31 ,1059188430,07/25/2003 23:00,All,lactating fetish,11,17,910,
68.152.40.105 ,1059188453,07/25/2003 23:00,Pixies Place Stories,teach,1,9,304,
63.184.224.31 ,1059188469,07/25/2003 23:01,All,lactating tits fetish,1,413,910,
68.152.40.105 ,1059188582,07/25/2003 23:03,All,teach*,1,116,910,
68.152.40.105 ,1059188605,07/25/2003 23:03,All,teach*,11,116,910,
68.152.40.105 ,1059188628,07/25/2003 23:03,All,teach*,21,116,910,
68.152.40.105 ,1059188685,07/25/2003 23:04,All,teach*,31,116,910,
68.152.40.105 ,1059188699,07/25/2003 23:04,All,teach*,41,116,910,
68.152.40.105 ,1059188715,07/25/2003 23:05,All,teach*,51,116,910,
68.152.40.105 ,1059188734,07/25/2003 23:05,All,teach*,61,116,910,
68.152.40.105 ,1059188750,07/25/2003 23:05,All,teach*,71,116,910,
129.37.150.169 ,1059188896,07/25/2003 23:08,Pixies Place Stories,big penis,11,278,304,
209.240.198.61 ,1059189180,07/25/2003 23:13,All,incest stories,11,74,910,
129.37.150.169 ,1059189855,07/25/2003 23:24,Pixies Place Stories,big penis,21,278,304,
129.37.150.169 ,1059190026,07/25/2003 23:27,Pixies Place Stories,big penis,31,278,304,
129.37.150.169 ,1059190068,07/25/2003 23:27,Pixies Place Stories,big penis,41,278,304,
129.37.150.169 ,1059190220,07/25/2003 23:30,Pixies Place Stories,big penis,51,278,304,
129.37.150.169 ,1059190388,07/25/2003 23:33,Pixies Place Stories,big penis,61,278,304,
129.37.150.169 ,1059190431,07/25/2003 23:33,Pixies Place Stories,big penis,71,278,304,
129.37.150.169 ,1059190558,07/25/2003 23:35,Pixies Place Stories,big penis,1,278,304,
65.92.161.227 ,1059191277,07/25/2003 23:47,All,talked out of,1,901,910,
65.92.161.227 ,1059191288,07/25/2003 23:48,All,talked out of,1,190,910,
65.92.161.227 ,1059191300,07/25/2003 23:48,All,talked out of swimsuit,1,5,910,
65.92.161.227 ,1059191311,07/25/2003 23:48,All,&quot;talked out of&quot; swimsuit,1,0,910,
129.37.150.169 ,1059191366,07/25/2003 23:49,Pixies Place Stories,big penis,11,278,304,
129.37.150.169 ,1059191893,07/25/2003 23:58,Pixies Place Stories,big penis,141,278,304,
129.37.150.169 ,1059192428,07/26/2003 00:07,Pixies Place Stories,big penis,91,278,304,
129.37.150.169 ,1059192784,07/26/2003 00:13,Pixies Place Stories,big penis,101,278,304,
129.37.150.169 ,1059192928,07/26/2003 00:15,Pixies Place Stories,big penis,111,278,304,
129.37.150.169 ,1059192962,07/26/2003 00:16,Pixies Place Stories,big penis,121,278,304,
129.37.150.169 ,1059193025,07/26/2003 00:17,Pixies Place Stories,big penis,131,278,304,
129.37.150.169 ,1059193063,07/26/2003 00:17,Readers Submissions 1,big penis,1,219,331,
129.37.150.169 ,1059193105,07/26/2003 00:18,Pixies Place Stories,huge cock,1,277,304,
129.37.150.169 ,1059193214,07/26/2003 00:20,Pixies Place Stories,huge tits,1,233,304,
129.37.150.169 ,1059193319,07/26/2003 00:21,Pixies Place Stories,huge tits,11,233,304,
129.37.150.169 ,1059193386,07/26/2003 00:23,Pixies Place Stories,huge tits,21,233,304,
66.26.252.200 ,1059193415,07/26/2003 00:23,All,feminization,1,0,910,
66.26.252.200 ,1059193427,07/26/2003 00:23,All,femenization,1,0,910,
66.26.252.200 ,1059193453,07/26/2003 00:24,All,femenization,1,0,910,
66.26.252.200 ,1059193468,07/26/2003 00:24,All,forced fem,1,134,910,
129.37.150.169 ,1059193475,07/26/2003 00:24,Pixies Place Stories,huge tits,31,233,304,
129.37.150.169 ,1059193501,07/26/2003 00:25,Pixies Place Stories,huge tits,41,233,304,
129.37.150.169 ,1059193526,07/26/2003 00:25,Pixies Place Stories,huge tits,51,233,304,
129.37.150.169 ,1059193554,07/26/2003 00:25,Pixies Place Stories,huge tits,61,233,304,
195.93.33.12 ,1059193606,07/26/2003 00:26,All,incest stories,1,74,910,
195.93.33.12 ,1059193687,07/26/2003 00:28,All,incest stories,11,74,910,
66.26.252.200 ,1059193695,07/26/2003 00:28,All,forced fem,11,134,910,
66.26.252.200 ,1059193746,07/26/2003 00:29,All,forced fem,21,134,910,
66.26.252.200 ,1059193772,07/26/2003 00:29,All,forced fem,31,134,910,
172.154.157.92 ,1059194493,07/26/2003 00:41,All,non consent stories,1,102,910,
172.154.157.92 ,1059194535,07/26/2003 00:42,All,non consent stories,11,102,910,
152.163.252.8 ,1059194640,07/26/2003 00:44,All,anal,1,49,910,
67.72.108.42 ,1059194898,07/26/2003 00:48,All,rape,1,13,910,
172.188.181.218 ,1059194951,07/26/2003 00:49,All,BIG CLITORIS,1,654,910,
129.37.150.169 ,1059194997,07/26/2003 00:49,Pixies Place Stories,tit fuck,1,201,304,
67.227.52.3 ,1059195039,07/26/2003 00:50,All,massage,1,120,910,
129.37.150.169 ,1059195158,07/26/2003 00:52,Pixies Place Stories,tit fuck,11,201,304,
172.188.181.218 ,1059195167,07/26/2003 00:52,Pixies Place Stories,LESBIAN TEAcher MASTURBATes girl,1,203,304,
129.37.150.169 ,1059195245,07/26/2003 00:54,Pixies Place Stories,big penis,1,278,304,
24.202.156.165 ,1059195246,07/26/2003 00:54,All,fart,1,3,910,
129.37.150.169 ,1059195267,07/26/2003 00:54,Pixies Place Stories,big penis,151,278,304,
24.202.156.165 ,1059195293,07/26/2003 00:54,All,fart,1,3,910,
129.37.150.169 ,1059195335,07/26/2003 00:55,Pixies Place Stories,big penis,191,278,304,
129.37.150.169 ,1059195362,07/26/2003 00:56,Pixies Place Stories,big penis,41,278,304,
172.188.181.218 ,1059195371,07/26/2003 00:56,Pixies Place Stories,LESBIAN TEAcher MASTURBATes girl,11,203,304,
129.37.150.169 ,1059195415,07/26/2003 00:56,Pixies Place Stories,big penis,1,278,304,
172.188.181.218 ,1059195494,07/26/2003 00:58,Pixies Place Stories,LESBIAN TEAches MASTURBATes girl,1,196,304,
24.202.156.165 ,1059195514,07/26/2003 00:58,All,scat,1,0,910,
129.37.150.169 ,1059195540,07/26/2003 00:59,Pixies Place Stories,big penis,11,278,304,
24.202.156.165 ,1059195540,07/26/2003 00:59,All,rimming,1,4,910,
129.37.150.169 ,1059195648,07/26/2003 01:00,Pixies Place Stories,big penis,21,278,304,
172.188.181.218 ,1059195668,07/26/2003 01:01,Pixies Place Stories,nAUGHTY girl Caught mASTURBATING,1,230,304,
172.188.181.218 ,1059195675,07/26/2003 01:01,Pixies Place Stories,nAUGHTY girl Caught mASTURBATING,1,1,304,
172.188.181.218 ,1059195709,07/26/2003 01:01,Pixies Place Stories,nAUGHTY girl mASTURBATING,1,2,304,
24.202.156.165 ,1059195806,07/26/2003 01:03,All,poop,1,2,910,
172.188.181.218 ,1059195863,07/26/2003 01:04,All,LESBIAN WATCHES GIRL mASTURBATING,1,0,910,
172.188.181.218 ,1059195898,07/26/2003 01:04,All,LESBIAN GIRL mASTURBATING,1,17,910,
67.72.108.42 ,1059196062,07/26/2003 01:07,All,rape,11,13,910,
172.188.181.218 ,1059196080,07/26/2003 01:08,All,LESBIAN GIRL mASTURBATING,11,17,910,
172.188.181.218 ,1059196225,07/26/2003 01:10,Pixies Place Stories,LESBIAN WET PANTIES CLITORIS,1,3,304,
63.114.223.114 ,1059196483,07/26/2003 01:14,All,supersoaker,1,2,910,
63.114.223.114 ,1059196503,07/26/2003 01:15,All,misstressX,1,0,910,
63.114.223.114 ,1059196513,07/26/2003 01:15,All,mistressX,1,0,910,
172.129.139.149 ,1059196650,07/26/2003 01:17,All,rape,1,13,910,
172.129.139.149 ,1059196700,07/26/2003 01:18,All,rape,11,13,910,
205.188.208.138 ,1059198244,07/26/2003 01:44,All,rape stories,1,79,910,
67.30.252.164 ,1059199449,07/26/2003 02:04,All,strap+on,1,70,910,
142.165.116.29 ,1059200925,07/26/2003 02:28,All,fist,1,64,910,
142.165.116.29 ,1059200974,07/26/2003 02:29,All,fist,11,64,910,
142.165.116.29 ,1059201009,07/26/2003 02:30,All,fist,21,64,910,
142.165.116.29 ,1059201368,07/26/2003 02:36,Pixies Place Stories,fisting,1,18,304,
142.165.116.29 ,1059201407,07/26/2003 02:36,Pixies Place Stories,fisting,11,18,304,
142.165.116.29 ,1059201676,07/26/2003 02:41,Pixies Place Stories,fisting,1,18,304,
142.165.116.29 ,1059201801,07/26/2003 02:43,Pixies Place Stories,pussy fisting,1,290,304,
142.165.116.29 ,1059201986,07/26/2003 02:46,Pixies Place Stories,fisting pussy,1,290,304,
142.165.116.29 ,1059202014,07/26/2003 02:46,Pixies Place Stories,vagina fisting,1,211,304,
69.14.41.206 ,1059203072,07/26/2003 03:04,All,wife,1,202,910,
69.14.41.206 ,1059203149,07/26/2003 03:05,All,wife,11,202,910,
69.14.41.206 ,1059203557,07/26/2003 03:12,All,slut wife,1,329,910,
152.163.252.8 ,1059206907,07/26/2003 04:08,All,rape,1,13,910,
152.163.252.134 ,1059207163,07/26/2003 04:12,All,rape,11,13,910,
152.163.252.131 ,1059207629,07/26/2003 04:20,All,drunk,1,71,910,
67.107.174.83 ,1059208320,07/26/2003 04:32,Pixies Place Stories,lesbian incest,1,30,304,
67.107.174.83 ,1059208368,07/26/2003 04:32,Pixies Place Stories,lesbian incest story,1,57,304,
165.247.221.225 ,1059209103,07/26/2003 04:45,All,fat humiliate,1,141,910,
165.247.221.225 ,1059209141,07/26/2003 04:45,All,fat humiliate,11,141,910,
208.12.101.125 ,1059209414,07/26/2003 04:50,All,drunk,1,71,910,
165.247.221.225 ,1059209576,07/26/2003 04:52,All,fat humiliate,21,141,910,
64.233.220.104 ,1059210325,07/26/2003 05:05,Pixies Place Stories,femdom cbt,1,2,304,
64.233.220.104 ,1059210356,07/26/2003 05:05,Pixies Place Stories,cbt,1,0,304,
64.233.220.104 ,1059210370,07/26/2003 05:06,Readers Submissions 2,cbt,1,0,254,
64.233.220.104 ,1059210387,07/26/2003 05:06,Pixies Place Stories,milking,1,2,304,
24.76.12.24 ,1059210761,07/26/2003 05:12,All,aunt,1,10,910,
24.76.12.24 ,1059210906,07/26/2003 05:15,All,in-law,1,33,910,
24.76.12.24 ,1059210975,07/26/2003 05:16,All,in-law,11,33,910,
24.76.12.24 ,1059210995,07/26/2003 05:16,All,in-law,21,33,910,
24.76.12.24 ,1059211009,07/26/2003 05:16,All,in-law,31,33,910,
62.30.110.144 ,1059212733,07/26/2003 05:45,All,the guard,1,32,910,
81.51.22.127 ,1059214409,07/26/2003 06:13,All,fist,1,64,910,
81.51.22.127 ,1059214422,07/26/2003 06:13,All,fist,1,64,910,
81.51.22.127 ,1059214463,07/26/2003 06:14,Pixies Place Stories,fist,1,18,304,
81.51.22.127 ,1059214528,07/26/2003 06:15,Pixies Place Stories,fisting,1,18,304,
64.12.96.70 ,1059216052,07/26/2003 06:40,Pixies Place Stories,wife,1,64,304,
64.12.96.106 ,1059216510,07/26/2003 06:48,Pixies Place Stories,wife,11,64,304,
64.12.96.40 ,1059216780,07/26/2003 06:53,Pixies Place Stories,wife,21,64,304,
64.12.96.79 ,1059216929,07/26/2003 06:55,Pixies Place Stories,wife,31,64,304,
64.12.96.102 ,1059217098,07/26/2003 06:58,Readers Submissions 1,wife,1,84,331,
64.12.96.77 ,1059217121,07/26/2003 06:58,Readers Submissions 1,wife,81,84,331,
64.12.96.135 ,1059217141,07/26/2003 06:59,Readers Submissions 1,wife,71,84,331,
64.12.96.102 ,1059217241,07/26/2003 07:00,Readers Submissions 2,wife,1,52,254,
64.12.96.168 ,1059217779,07/26/2003 07:09,Readers Submissions 2,wife,11,52,254,
64.12.96.38 ,1059217870,07/26/2003 07:11,All,basm,1,0,910,
64.12.96.135 ,1059217880,07/26/2003 07:11,Readers Submissions 2,wife,21,52,254,
64.12.96.45 ,1059217893,07/26/2003 07:11,All,BDSM,1,1,910,
64.12.96.135 ,1059217992,07/26/2003 07:13,Readers Submissions 2,wife,31,52,254,
64.12.96.135 ,1059218033,07/26/2003 07:13,Readers Submissions 2,wife,41,52,254,
64.12.96.41 ,1059218073,07/26/2003 07:14,Readers Submissions 2,wife,51,52,254,
64.12.96.171 ,1059218972,07/26/2003 07:29,All,group sex,1,58,910,
64.12.96.70 ,1059219267,07/26/2003 07:34,All,incest stories,1,74,910,
64.12.96.106 ,1059219277,07/26/2003 07:34,All,incest stories,51,74,910,
195.121.244.209 ,1059219344,07/26/2003 07:35,All,bride,1,13,910,
195.121.244.209 ,1059219384,07/26/2003 07:36,All,bride,11,13,910,
195.121.244.209 ,1059219445,07/26/2003 07:37,All,office,1,164,910,
195.121.244.209 ,1059219498,07/26/2003 07:38,All,office,11,164,910,
195.121.244.209 ,1059219534,07/26/2003 07:38,All,office,21,164,910,
195.121.244.209 ,1059219564,07/26/2003 07:39,All,Ann,1,5,910,
203.164.110.159 ,1059221960,07/26/2003 08:19,All,fuck my tight *ass* hole harder,1,883,910,
203.164.110.159 ,1059222401,07/26/2003 08:26,All,fuck my tight *ass* hole harder,11,883,910,
203.164.110.159 ,1059222428,07/26/2003 08:27,All,fuck my tight ass harder,1,811,910,
203.164.110.159 ,1059222469,07/26/2003 08:27,All,fuck my tight ass harder,21,811,910,
203.164.110.159 ,1059223135,07/26/2003 08:38,All,fuck my tight ass harder,141,811,910,
203.164.110.159 ,1059223550,07/26/2003 08:45,All,fuck my tight ass harder,181,811,910,
203.164.110.159 ,1059223767,07/26/2003 08:49,All,fuck my tight ass harder,201,811,910,
203.164.110.159 ,1059223879,07/26/2003 08:51,All,fuck my tight ass harder,231,811,910,
210.49.138.55 ,1059226448,07/26/2003 09:34,All,Sharons Surprise Fantasy Gangbang,1,261,910,
66.76.225.5 ,1059227345,07/26/2003 09:49,All,sperm,1,125,910,
66.76.225.5 ,1059227416,07/26/2003 09:50,All,impregnate,1,4,910,
62.254.131.25 ,1059228641,07/26/2003 10:10,All,mother and daughter share,1,70,910,
66.82.9.39 ,1059228772,07/26/2003 10:12,All,incest stories,1,74,910,
62.254.131.25 ,1059228781,07/26/2003 10:13,All,mother and daughter share,1,70,910,
66.82.9.39 ,1059228914,07/26/2003 10:15,All,incest stories,1,74,910,
24.147.172.129 ,1059229030,07/26/2003 10:17,All,cuckold,1,0,910,
24.147.172.129 ,1059229040,07/26/2003 10:17,All,impregnate,1,4,910,
62.254.131.25 ,1059229053,07/26/2003 10:17,All,mother and daughter share,1,70,910,
24.147.172.129 ,1059229066,07/26/2003 10:17,All,unfaitfull,1,0,910,
24.147.172.129 ,1059229075,07/26/2003 10:17,All,unfaitful,1,0,910,
62.254.131.25 ,1059229079,07/26/2003 10:17,All,mother and daughter share,11,70,910,
